energy eV,norm,nbkg,flat,fbkg,nder,nsec
4963.379,0.0028485161,0.0028485162,0.0028485162,0.0028485162,0.00070332364,-0.00058199309
4963.629,0.002705086,0.0027050861,0.002705086,0.0027050861,0.00087415962,0.0024667791
4963.878,0.0032847217,0.0032847218,0.0032847218,0.0032847218,0.0019342464,0.00049646141
4964.129,0.0036722092,0.0036722093,0.0036722093,0.0036722093,0.0011223903,-0.00041410676
4964.379,0.0038470393,0.0038470394,0.0038470394,0.0038470394,0.0017267789,0.0017289984
4964.627,0.0045321451,0.0045321452,0.0045321452,0.0045321452,0.0019834315,-0.00069629557
4964.876,0.0048328048,0.0048328049,0.0048328049,0.0048328049,0.00138072,-0.00022197198
4965.13,0.0052266473,0.0052266474,0.0052266474,0.0052266474,0.0018717796,0.0027339222
4965.376,0.0057686946,0.0057686948,0.0057686948,0.0057686948,0.0027476811,0.0028506229
4965.629,0.0065977401,0.0065977403,0.0065977403,0.0065977403,0.0032942405,0.0024658874
4965.879,0.0074256975,0.0074256978,0.0074256978,0.0074256978,0.0039880225,0.00244395
4966.128,0.0085877634,0.0085877636,0.0085877636,0.0085877636,0.0045137715,0.0028351088
4966.381,0.0096916108,0.0096916111,0.0096916111,0.0096916111,0.0054112471,0.0055883246
4966.627,0.011287976,0.011287976,0.011287976,0.011287976,0.0073023455,0.0092512074
4966.877,0.013313574,0.013313575,0.013313575,0.013313575,0.009999846,0.01634416
4967.128,0.016297899,0.016297899,0.016297899,0.016297899,0.01549077,0.028369138
4967.382,0.021136413,0.021136414,0.021136414,0.021136414,0.024326261,0.049280812
4967.63,0.028509681,0.028509682,0.028509682,0.028509682,0.040229737,0.083308384
4967.88,0.041170822,0.041170823,0.041170823,0.041170823,0.065813836,0.089726528
4968.131,0.061482413,0.061482415,0.061482415,0.061482415,0.085182728,0.010934651
4968.378,0.083591821,0.083591823,0.083591823,0.083591823,0.071259292,-0.14037839
4968.628,0.096898281,0.096898284,0.096898284,0.096898284,0.015414668,-0.23126592
4968.879,0.091314569,0.091314572,0.091314572,0.091314572,-0.044604932,-0.14824813
4969.129,0.07455121,0.074551212,0.074551212,0.074551212,-0.058857644,0.031697068
4969.377,0.062003462,0.062003464,0.062003464,0.062003464,-0.028819792,0.14702114
4969.629,0.060141314,0.060141316,0.060141316,0.060141316,0.014652923,0.15716742
4969.879,0.06935923,0.069359232,0.069359232,0.069359232,0.050078252,0.096627572
4970.129,0.08518044,0.085180442,0.085180442,0.085180442,0.062966709,0.0090458013
4970.379,0.10084258,0.10084259,0.10084259,0.10084259,0.054601153,-0.037609984
4970.627,0.11237181,0.11237182,0.11237182,0.11237182,0.044236937,-0.010493829
4970.88,0.12300529,0.12300529,0.12300529,0.12300529,0.049343744,0.026572321
4971.13,0.13719172,0.13719172,0.13719172,0.13719172,0.057602815,-0.00070177926
4971.381,0.1518643,0.1518643,0.1518643,0.1518643,0.048992153,-0.074003549
4971.633,0.16183477,0.16183478,0.16183478,0.16183478,0.02037903,-0.1325917
4971.88,0.16203344,0.16203344,0.16203344,0.16203344,-0.017171105,-0.12485188
4972.132,0.15326639,0.15326639,0.15326639,0.15326639,-0.041922057,-0.056315411
4972.379,0.14111433,0.14111433,0.14111433,0.14111433,-0.045272495,0.023152626
4972.629,0.13076596,0.13076596,0.13076596,0.13076596,-0.030415202,0.082974181
4972.878,0.12593714,0.12593715,0.12593715,0.12593715,-0.0038683792,0.10665558
4973.13,0.1288279,0.1288279,0.1288279,0.1288279,0.023019241,0.085194382
4973.382,0.13753884,0.13753884,0.13753884,0.13753884,0.039069589,0.029220785
4973.632,0.14844083,0.14844084,0.14844084,0.14844084,0.037688075,-0.034554444
4973.882,0.15638288,0.15638288,0.15638288,0.15638288,0.021792368,-0.074406571
4974.131,0.15931523,0.15931523,0.15931523,0.15931523,0.00055919583,-0.0798802
4974.379,0.1566608,0.1566608,0.1566608,0.1566608,-0.017908092,-0.056198972
4974.631,0.15036118,0.15036118,0.15036118,0.15036118,-0.02754029,-0.02895166
4974.88,0.14286311,0.14286312,0.14286312,0.14286312,-0.032412874,-0.0085929585
4975.127,0.13428439,0.1342844,0.1342844,0.1342844,-0.031802398,0.014366394
4975.381,0.12693011,0.12693012,0.12693012,0.12693012,-0.02521531,0.032138557
4975.632,0.12155066,0.12155067,0.12155067,0.12155067,-0.015572426,0.041617962
4975.885,0.11908161,0.11908161,0.11908161,0.11908161,-0.0042398575,0.047864301
4976.131,0.11943497,0.11943498,0.11943498,0.11943498,0.0083118603,0.050606145
4976.381,0.12320429,0.1232043,0.1232043,0.1232043,0.020860791,0.047592641
4976.631,0.12986537,0.12986537,0.12986537,0.12986537,0.032108181,0.046157568
4976.877,0.13912995,0.13912995,0.13912995,0.13912995,0.043754944,0.04031336
4977.13,0.15169909,0.15169909,0.15169909,0.15169909,0.052224547,0.030750146
4977.384,0.16560779,0.1656078,0.1656078,0.1656078,0.059345268,0.029181983
4977.63,0.18137172,0.18137173,0.18137173,0.18137173,0.066815539,0.027448028
4977.883,0.19894875,0.19894875,0.19894875,0.19894875,0.073041834,0.022591255
4978.128,0.21774655,0.21774656,0.21774656,0.21774656,0.078065984,0.014143782
4978.379,0.23766948,0.23766948,0.23766948,0.23766948,0.08005715,0.010760326
4978.628,0.25777513,0.25777514,0.25777514,0.25777514,0.083446147,0.012047804
4978.878,0.2793091,0.27930911,0.27930911,0.27930911,0.086069004,0.001317183
4979.133,0.30123998,0.30123998,0.30123998,0.30123998,0.084111324,-0.016591526
4979.381,0.3216171,0.32161711,0.32161711,0.32161711,0.077723467,-0.037073996
4979.632,0.34002399,0.340024,0.340024,0.340024,0.0656114,-0.05917405
4979.881,0.3544228,0.35442281,0.35442281,0.35442281,0.048136442,-0.069183694
4980.13,0.36399593,0.36399594,0.36399594,0.36399594,0.031157921,-0.051443023
4980.382,0.37003292,0.37003293,0.37003293,0.37003293,0.022363487,-0.011258794
4980.63,0.37517768,0.37517769,0.37517769,0.37517769,0.025528523,0.031851021
4980.882,0.38279718,0.38279719,0.38279719,0.38279719,0.038288997,0.071339237
4981.129,0.39428389,0.3942839,0.3942839,0.3942839,0.061126803,0.1061492
4981.383,0.41342171,0.41342172,0.41342172,0.41342172,0.091469746,0.13011032
4981.632,0.44029317,0.44029318,0.44029318,0.44029318,0.12657229,0.14241332
4981.88,0.47632814,0.47632815,0.47632815,0.47632815,0.16224917,0.12077216
4982.132,0.52141775,0.52141777,0.52141777,0.52141777,0.18695837,0.064019531
4982.377,0.56924645,0.56924647,0.56924647,0.56924647,0.19406687,0.0044782884
4982.63,0.61806305,0.61806307,0.61806307,0.61806307,0.18918856,-0.027357382
4982.881,0.66459748,0.6645975,0.6645975,0.6645975,0.18027875,-0.037181687
4983.131,0.70838271,0.70838273,0.70829149,0.70829149,0.17056054,-0.025182711
4983.382,0.75004831,2.3380753,0.75014944,2.3381764,0.16766221,0.014128382
4983.632,0.79238148,2.2881512,0.79267407,2.2884438,0.17763885,0.060138755
4983.882,0.83886774,2.2394888,0.83935167,2.2399728,0.19773159,0.082423462
4984.131,0.89104954,2.1922591,0.89172392,2.1929334,0.21876816,0.058237572
4984.38,0.94781428,2.1462485,0.94867899,2.1471132,0.2267339,0.013176202
4984.628,1.0037363,2.1016186,1.0047904,2.1026727,0.22531673,-0.0092138552
4984.881,1.060698,2.0573021,1.0619453,2.0585493,0.22211776,-0.024996716
4985.132,1.1156836,2.01453,1.1171224,2.0159688,0.21271839,-0.054378881
4985.382,1.1672699,1.9730943,1.1688993,1.9747236,0.19487394,-0.075303395
4985.631,1.2129257,1.9329645,1.2147448,1.9347836,0.175142,-0.070076921
4985.881,1.2546657,1.8938022,1.2566752,1.8958116,0.15990556,-0.083431653
4986.131,1.2928785,1.8557543,1.2950782,1.8579539,0.13342617,-0.13496464
4986.38,1.3212454,1.8189501,1.3236344,1.8213391,0.092558203,-0.16979146
4986.632,1.3392502,1.782795,1.3418307,1.7853755,0.048360648,-0.18933727
4986.882,1.3455224,1.7479965,1.3482929,1.7507668,-0.0024891067,-0.18903888
4987.135,1.3379982,1.7138481,1.3409606,1.7168105,-0.046725909,-0.15291884
4987.382,1.3221595,1.6815297,1.3253093,1.6846795,-0.078948526,-0.099165524
4987.634,1.2986028,1.6495792,1.3019436,1.65292,-0.096209506,-0.038704386
4987.882,1.2740547,1.6191276,1.2775834,1.6226562,-0.098300719,0.023865094
4988.13,1.2498457,1.5896438,1.2535621,1.5933602,-0.084372419,0.063985249
4988.381,1.2319529,1.5607724,1.2358592,1.5646786,-0.06637208,0.068297613
4988.631,1.2165933,1.5329686,1.2206885,1.5370638,-0.050155315,0.05152129
4988.883,1.2067749,1.505888,1.2110606,1.5101736,-0.040508393,0.019543367
4989.133,1.1962581,1.4799439,1.2007325,1.4844183,-0.040344545,0.0077175711
4989.383,1.1866027,1.4549013,1.1912657,1.4595643,-0.036649607,0.019496102
4989.631,1.1780066,1.4309336,1.1828566,1.4357836,-0.030635486,0.027001583
4989.88,1.1713768,1.4077295,1.1764145,1.4127672,-0.02322982,0.020149447
4990.129,1.1664381,1.3853711,1.1716634,1.3905963,-0.020601061,0.0094883436
4990.381,1.1610557,1.363588,1.1664706,1.3690029,-0.01847616,0.0054582658
4990.633,1.1571261,1.3426378,1.1627306,1.3482422,-0.017850095,-0.0025604988
4990.881,1.1521306,1.3228171,1.1579215,1.3286079,-0.01975641,-0.0092888701
4991.133,1.1472479,1.30347,1.153228,1.3094501,-0.02249453,-0.010197585
4991.383,1.1408384,1.28505,1.1470062,1.2912178,-0.024875597,-0.0051250092
4991.632,1.134835,1.2674534,1.1411896,1.273808,-0.02505191,-0.005969454
4991.88,1.1283876,1.2506551,1.1349281,1.2571956,-0.027842416,-0.00066035347
4992.131,1.1209416,1.2343765,1.1276702,1.241105,-0.025381426,0.023125441
4992.382,1.1156461,1.2188088,1.1225626,1.2257252,-0.016233445,0.038187775
4992.629,1.1128574,1.204167,1.1199586,1.2112683,-0.006363914,0.040808336
4992.882,1.1124642,1.1898501,1.1197546,1.1971405,0.0041707232,0.043686181
4993.131,1.1149511,1.1764156,1.1224275,1.183892,0.015566549,0.045792517
4993.381,1.1202319,1.1635655,1.127895,1.1712286,0.027021189,0.039292652
4993.629,1.1284076,1.1514342,1.1362558,1.1592823,0.03513429,0.032200142
4993.88,1.1377639,1.1397643,1.1457993,1.1477996,0.04308906,0.020255315
4994.131,1.1500383,1.1286898,1.1582608,1.1369122,0.045302458,-0.0013751556
4994.381,1.1604604,1.1182348,1.1688691,1.1266434,0.042400107,-0.022061504
4994.634,1.1713656,1.1082222,1.1799625,1.1168191,0.034205522,-0.039313842
4994.882,1.1775974,1.0989456,1.1863788,1.107727,0.022703873,-0.046034521
